urun_id,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
580,35.0,6.71 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,146.200 Puan,4 GB,128 GB,8.32 mm,200 Gram,Plastik,Yok,Var,Var,Var,Var,5.4,Yok,Android,Yok
583,50.0,6.43 İnç,AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,397.500 Puan,8 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
584,49.0,6.4 İnç,AMOLED,FHD+,60 Hz,4015 mAh,Var,30 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,8 nm,,8 GB,128 GB,7.7 mm,165 Gram,,Yok,Var,Var,Var,Var,5.1,Var,Android,Yok
585,50.0,6.47 İnç,AMOLED,FHD+,60 Hz,5260 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,6 GB,128 GB,9.67 mm,204 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
586,61.0,5.8 İnç,OLED,FHD+,60 Hz,3046 mAh,Var,18 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,7 nm,1.144.400 Puan,4 GB,256 GB,8.1 mm,188 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
587,49.0,5.8 İnç,OLED,FHD+,60 Hz,2658 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,7 nm,824.200 Puan,4 GB,64 GB,7.7 mm,177 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
588,8.0,2.45 İnç,TFT LCD,SD,60 Hz,1230 mAh,Yok,,Yok,5 MP,Yok,480p,,,1 Çekirdek,,,768 MB,8 GB,11.4 mm,107 Gram,,Yok,Yok,Yok,Var,Var,2.1,Yok,BlackBerry OS,Yok
589,42.0,6.68 İnç,IPS LCD,HD+,90 Hz,5500 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,247.100 Puan,4 GB,128 GB,8.1 mm,198 Gram,Plastik (Metalik Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
590,77.0,6.3 İnç,Dynamic AMOLED,HD+,120 Hz,4400 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,8 Çekirdek,4 nm,1.770.300 Puan,12 GB,256 GB,12.1 mm,239 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
591,47.0,6.67 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,334.900 Puan,8 GB,256 GB,7.68 mm,186 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
592,48.0,6.78 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,8 Çekirdek,12 nm,283.300 Puan,8 GB,128 GB,7.7 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Var,Android,Var
593,61.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,64 MP,Var,1080p (Full HD),60 fps,16 MP,8 Çekirdek,6 nm,434.400 Puan,12 GB,512 GB,7.98 mm,179 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
594,48.0,6.5 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,400.400 Puan,6 GB,128 GB,8.4 mm,200 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
595,57.0,6.7 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,100 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,545.400 Puan,8 GB,256 GB,8.7 mm,191 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
597,54.0,4.7 İnç,IPS LCD,HD+,60 Hz,2018 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,5 nm,1.354.000 Puan,4 GB,256 GB,7.3 mm,144 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
598,52.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.12 mm,202 Gram,Cam,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
599,60.0,6.62 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,65 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,60 fps,16 MP,8 Çekirdek,7 nm,,12 GB,256 GB,8.96 mm,199.8 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
600,45.0,6.67 İnç,IPS LCD,FHD+,60 Hz,5020 mAh,Var,18 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,396.000 Puan,4 GB,64 GB,8.8 mm,209 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
601,46.0,4.7 İnç,IPS LCD,HD+,60 Hz,1821 mAh,Var,18 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,7 nm,923.000 Puan,3 GB,128 GB,7.3 mm,148 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
602,39.0,6.59 İnç,IPS LCD,FHD+,60 Hz,4000 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),60 fps,16 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.8 mm,206 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,4.2,,Android,Yok
603,31.0,6.4 İnç,Super AMOLED,HD+,60 Hz,4000 mAh,Var,15 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,14 nm,,3 GB,32 GB,7.8 mm,169 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
604,38.0,4.7 İnç,IPS LCD,HD+,60 Hz,1821 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,10 nm,528.400 Puan,2 GB,64 GB,7.3 mm,148 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
606,76.0,6.4 İnç,OLED,FHD+,120 Hz,4800 mAh,Var,66 W,Var,50 MP,,2160p (Ultra HD) 4K,60 fps,8 MP,8 Çekirdek,4 nm,1.290.400 Puan,12 GB,512 GB,11.08 mm,242.5 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
607,68.0,6.7 İnç,AMOLED,QHD+,120 Hz,5000 mAh,Var,65 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,8 Çekirdek,4 nm,1.175.000 Puan,12 GB,256 GB,8.18 mm,189 Gram,Plastik (Metalik Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
608,53.0,6.67 İnç,OLED,FHD+,120 Hz,4000 mAh,Var,66 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,60 MP,8 Çekirdek,6 nm,,8 GB,128 GB,6.88 mm,168 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
609,50.0,6.6 İnç,PLS,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,8 MP,8 Çekirdek,5 nm,,6 GB,128 GB,8.4 mm,198 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Yok
610,28.0,6.52 İnç,IPS LCD,HD+,60 Hz,4500 mAh,Yok,,Yok,16 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,9.2 mm,188 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
611,65.0,5.4 İnç,OLED,FHD+,60 Hz,2425 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.289.300 Puan,4 GB,256 GB,7.65 mm,141 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
612,26.0,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,28 nm,,3 GB,32 GB,9.1 mm,206 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
613,65.0,6.5 İnç,Super AMOLED,FHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,7 nm,734.400 Puan,8 GB,256 GB,8.4 mm,190 Gram,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
614,63.0,5.4 İnç,OLED,FHD+,60 Hz,2227 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.113.100 Puan,4 GB,256 GB,7.4 mm,135 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
615,31.0,6.53 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,141.900 Puan,3 GB,64 GB,9.0 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
616,41.0,6.53 İnç,IPS LCD,FHD+,60 Hz,4510 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,25 MP,8 Çekirdek,12 nm,240.100 Puan,6 GB,128 GB,8.8 mm,190 Gram,Cam,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
617,27.0,6.53 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,132.500 Puan,2 GB,32 GB,9 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
618,54.0,6.1 İnç,IPS LCD,HD+,60 Hz,3110 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,7 nm,950.700 Puan,4 GB,256 GB,8.3 mm,194 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
619,44.0,6.4 İnç,Super AMOLED,FHD+,60 Hz,6000 mAh,Var,15 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,10 nm,,4 GB,64 GB,8.9 mm,188 Gram,Polikarbonat,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
621,73.0,6.8 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,4 nm,2.096.100 Puan,12 GB,256 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
622,51.0,6.67 İnç,AMOLED,FHD+,60 Hz,5000 mAh,Var,33 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,12 nm,283.600 Puan,8 GB,256 GB,7.84 mm,188 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
623,50.0,6.4 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,452.900 Puan,8 GB,256 GB,7.95 mm,178 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
624,32.0,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8.19 mm,183 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
625,62.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,120 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,20 MP,8 Çekirdek,5 nm,,8 GB,128 GB,8.6 mm,202 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
626,65.0,6.67 İnç,AMOLED,FHD+,120 Hz,4700 mAh,Var,120 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,60 fps,20 MP,8 Çekirdek,4 nm,,12 GB,256 GB,8.5 mm,210 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
628,49.0,6.4 İnç,Super AMOLED,FHD+,60 Hz,5000 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,12 nm,409.200 Puan,6 GB,128 GB,7.99 mm,177 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Yok
629,45.0,6.5 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,7 nm,,4 GB,128 GB,8.92 mm,190 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Yok
630,47.0,6.49 İnç,IPS LCD,FHD+,90 Hz,4300 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,6 GB,128 GB,8.95 mm,190 Gram,,Var,Var,Var,Var,Var,5.1,Var,Android,Yok
631,68.0,6.7 İnç,OLED,FHD+,60 Hz,3687 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.278.900 Puan,6 GB,256 GB,7.4 mm,228 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
632,59.0,6.67 İnç,IPS LCD,FHD+,144 Hz,5000 mAh,Var,33 W,Yok,108 MP,Var,4320p (Ultra HD) 8K,30 fps,20 MP,8 Çekirdek,7 nm,861.000 Puan,8 GB,256 GB,9.33 mm,218 Gram,Cam,Var,Var,Var,Var,Var,5.1,Var,Android,Yok
633,64.0,6.5 İnç,OLED,FHD+,60 Hz,3969 mAh,Var,18 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,7 nm,,4 GB,512 GB,8.1 mm,226 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
634,62.0,6.5 İnç,OLED,FHD+,60 Hz,3969 mAh,Var,18 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,7 nm,,4 GB,256 GB,8.1 mm,226 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
635,38.0,6.4 İnç,Super AMOLED,HD+,60 Hz,4000 mAh,Var,15 W,Yok,25 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,14 nm,248.000 Puan,4 GB,64 GB,7.8 mm,166 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
636,32.0,6.21 İnç,IPS LCD,FHD+,60 Hz,3400 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,12 nm,,3 GB,64 GB,7.95 mm,160 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,4.2,Var,Android,Yok
637,21.0,5.0 İnç,IPS LCD,HD,60 Hz,2300 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,28 nm,,2 GB,16 GB,7.9 mm,137.4 Gram,Polikarbonat,Yok,Var,Var,Var,Var,4.1,Var,Android,Yok
638,52.0,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,8 Çekirdek,5 nm,440.500 Puan,4 GB,128 GB,7.5 mm,192 Gram,,Var,Var,Var,Var,Var,5.3,Var,Android,Var
639,35.0,6.7 İnç,IPS LCD,HD+,120 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,243.100 Puan,3 GB,64 GB,8.35 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
640,53.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,80 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,8 Çekirdek,6 nm,373.800 Puan,8 GB,256 GB,7.79 mm,190 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
642,51.0,6.4 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,67 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,427.200 Puan,8 GB,256 GB,7.95 mm,178 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
643,34.0,6.5 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9.1 mm,190 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
644,57.0,6.55 İnç,AMOLED,FHD+,120 Hz,4300 mAh,Var,67 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,6 nm,598.100 Puan,8 GB,256 GB,7.29 mm,173 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
646,31.0,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,210.800 Puan,4 GB,64 GB,9.1 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
648,71.0,6.1 İnç,OLED,FHD+,120 Hz,3095 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.484.600 Puan,6 GB,256 GB,7.65 mm,204 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
649,62.0,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,3300 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,5 nm,940.000 Puan,8 GB,128 GB,6.9 mm,183 Gram,Cam,Var,Var,Var,Var,Var,5.1,Var,Android,Var
651,39.0,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.4 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
652,41.0,6.67 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,22.5 W,Yok,48 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,14 nm,221.900 Puan,4 GB,128 GB,9.26 mm,206 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
653,52.0,6.5 İnç,AMOLED,FHD+,90 Hz,4000 mAh,Var,65 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,8 nm,418.200 Puan,8 GB,256 GB,7.7 mm,161 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Yok
654,50.0,6.57 İnç,AMOLED,FHD+,60 Hz,4160 mAh,Var,20 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,7 nm,,6 GB,128 GB,7.88 mm,192 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Yok
655,29.0,6.5 İnç,PLS,HD+,60 Hz,4000 mAh,Var,15 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,14 nm,127.600 Puan,3 GB,32 GB,8 mm,183 Gram,Plastik,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
656,22.0,6.09 İnç,IPS LCD,HD+,60 Hz,3020 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,4 Çekirdek,12 nm,,2 GB,32 GB,8 mm,150 Gram,,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
657,18.0,5.0 İnç,Super AMOLED,HD,60 Hz,2600 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,28 nm,,1.5 GB,8 GB,7.9 mm,146 Gram,Plastik,Yok,Var,Var,Var,Var,4.1,Yok,Android,Yok
658,20.0,5.5 İnç,Super AMOLED,HD,60 Hz,3100 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,2 MP,6 Çekirdek,28 nm,,2 GB,16 GB,8.6 mm,162.5 Gram,,Yok,Yok,Yok,Var,Var,4.0,Var,Android,Yok
660,64.0,6.7 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,50 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,787.400 Puan,12 GB,256 GB,8.5 mm,190 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
661,38.0,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,8 GB,128 GB,8.4 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
662,51.0,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,108 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,6 nm,428.600 Puan,8 GB,256 GB,8.25 mm,199 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
664,54.0,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,44 W,Yok,64 MP,Var,1080p (Full HD),60 fps,16 MP,8 Çekirdek,6 nm,480.200 Puan,8 GB,256 GB,7.89 mm,177 Gram,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
665,36.0,6.52 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.9 mm,204 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
666,58.0,6.55 İnç,AMOLED,FHD+,120 Hz,4500 mAh,Var,67 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,4 nm,658.900 Puan,8 GB,256 GB,7.23 mm,171 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,
667,38.0,6.7 İnç,PLS,HD+,60 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,12 nm,227.100 Puan,4 GB,128 GB,8.8 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.3,Yok,Android,Yok
668,42.0,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,8 nm,,4 GB,128 GB,8.8 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
670,66.0,5.4 İnç,OLED,FHD+,60 Hz,2425 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.289.300 Puan,4 GB,512 GB,7.65 mm,141 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
671,37.0,6.5 İnç,PLS,HD+,90 Hz,5000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,8 nm,,4 GB,64 GB,9.7 mm,214 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
672,26.0,6.52 İnç,IPS LCD,HD+,60 Hz,4230 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,2 GB,32 GB,8 mm,175 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
673,55.0,6.7 İnç,Dynamic AMOLED,FHD+,60 Hz,3300 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,7 nm,,8 GB,256 GB,6.9 mm,183 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
674,45.0,6.4 İnç,AMOLED,FHD+,60 Hz,4025 mAh,Var,20 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,8 GB,128 GB,7.9 mm,172 Gram,,Yok,Var,Var,Var,Var,4.2,Var,Android,Yok
675,35.0,6.26 İnç,IPS LCD,FHD+,60 Hz,3350 mAh,Var,18 W,Yok,12 MP,Yok,2160p (Ultra HD) 4K,30 fps,24 MP,8 Çekirdek,14 nm,,4 GB,64 GB,7.5 mm,169 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
676,46.0,5.5 İnç,IPS LCD,FHD,60 Hz,2675 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,10 nm,616.800 Puan,3 GB,256 GB,7.5 mm,202 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
677,52.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,80 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,365.100 Puan,8 GB,256 GB,7.79 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
