urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
297,44697.6,,6.73 İnç,AMOLED,QHD+,120 Hz,5000 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,8 Çekirdek,4 nm,1.530.500 Puan,16 GB,512 GB,9.06 mm,227 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
298,23635.29,62.0,6.4 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,5 nm,623.500 Puan,8 GB,256 GB,8.2 mm,202 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
299,7646.4,46.0,6.53 İnç,IPS LCD,FHD+,60 Hz,6000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,11 nm,253.600 Puan,4 GB,128 GB,9.6 mm,198 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,,Android,Var
300,16044.0,62.0,6.5 İnç,Super AMOLED,FHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,7 nm,743.100 Puan,6 GB,128 GB,8.4 mm,190 Gram,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
301,,66.0,6.7 İnç,Dynamic AMOLED,QHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,4320p (Ultra HD) 8K,24 fps,10 MP,8 Çekirdek,7 nm,,8 GB,128 GB,7.8 mm,186 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
302,5280.0,,6.75 İnç,IPS LCD,HD+,90 Hz,5000 mAh,,,Yok,48 MP,Yok,,,16 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.6 mm,,,Yok,Var,Var,Var,Var,5.0,,Android,
303,46105.18,79.0,6.67 İnç,AMOLED,QHD+,120 Hz,6000 mAh,Var,90 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,20 MP,8 Çekirdek,4 nm,2.065.300 Puan,12 GB,512 GB,8.12 mm,206 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
304,75559.99,75.0,6.45 İnç,OLED,FHD+,120 Hz,5110 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,8 MP,12 Çekirdek,7 nm,1.321.200 Puan,12 GB,512 GB,9.85 mm,239 Gram,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
305,23990.0,58.0,6.7 İnç,OLED,FHD+,120 Hz,5000 mAh,Var,100 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,60 MP,8 Çekirdek,7 nm,595.800 Puan,12 GB,256 GB,6.98 mm,195 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
306,14299.0,53.0,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,8 Çekirdek,6 nm,446.100 Puan,8 GB,256 GB,6.8 mm,162 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
307,46891.95,75.0,6.8 İnç,OLED,FHD+,120 Hz,5050 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,8 Çekirdek,7 nm,929.200 Puan,12 GB,512 GB,8.4 mm,220 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
308,27504.0,65.0,6.6 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,4 nm,740.800 Puan,8 GB,256 GB,8.2 mm,213 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
309,8106.0,48.0,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,20 W,Yok,64 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,412.600 Puan,8 GB,256 GB,8.3 mm,198 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
310,42975.0,75.0,6.6 İnç,Dynamic AMOLED,FHD+,120 Hz,4700 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,4 nm,1.515.500 Puan,8 GB,256 GB,7.6 mm,195 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
311,16044.0,62.0,6.5 İnç,Super AMOLED,FHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,7 nm,743.100 Puan,6 GB,128 GB,8.4 mm,190 Gram,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
312,,66.0,6.7 İnç,Dynamic AMOLED,QHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,4320p (Ultra HD) 8K,24 fps,10 MP,8 Çekirdek,7 nm,,8 GB,128 GB,7.8 mm,186 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
313,,38.0,4.7 İnç,IPS LCD,HD+,60 Hz,1821 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,10 nm,528.400 Puan,2 GB,64 GB,7.3 mm,148 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
314,5280.0,,6.75 İnç,IPS LCD,HD+,90 Hz,5000 mAh,,,Yok,48 MP,Yok,,,16 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.6 mm,,,Yok,Var,Var,Var,Var,5.0,,Android,
315,46105.18,79.0,6.67 İnç,AMOLED,QHD+,120 Hz,6000 mAh,Var,90 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,20 MP,8 Çekirdek,4 nm,2.065.300 Puan,12 GB,512 GB,8.12 mm,206 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
316,75559.99,75.0,6.45 İnç,OLED,FHD+,120 Hz,5110 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,8 MP,12 Çekirdek,7 nm,1.321.200 Puan,12 GB,512 GB,9.85 mm,239 Gram,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
317,23990.0,58.0,6.7 İnç,OLED,FHD+,120 Hz,5000 mAh,Var,100 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,60 MP,8 Çekirdek,7 nm,595.800 Puan,12 GB,256 GB,6.98 mm,195 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
318,14299.0,53.0,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,8 Çekirdek,6 nm,446.100 Puan,8 GB,256 GB,6.8 mm,162 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
319,46891.95,75.0,6.8 İnç,OLED,FHD+,120 Hz,5050 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,8 Çekirdek,7 nm,929.200 Puan,12 GB,512 GB,8.4 mm,220 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
320,27504.0,65.0,6.6 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,4 nm,740.800 Puan,8 GB,256 GB,8.2 mm,213 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
321,8106.0,48.0,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,20 W,Yok,64 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,412.600 Puan,8 GB,256 GB,8.3 mm,198 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
322,42975.0,75.0,6.6 İnç,Dynamic AMOLED,FHD+,120 Hz,4700 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,4 nm,1.515.500 Puan,8 GB,256 GB,7.6 mm,195 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
323,,70.0,6.9 İnç,Dynamic AMOLED,QHD+,120 Hz,5000 mAh,Var,45 W,Var,108 MP,Var,4320p (Ultra HD) 8K,24 fps,40 MP,8 Çekirdek,7 nm,728.900 Puan,12 GB,128 GB,8.8 mm,220 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
324,30479.05,43.0,6.1 İnç,IPS LCD,HD+,60 Hz,2942 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,7 nm,736.800 Puan,3 GB,64 GB,8.3 mm,194 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
325,,37.0,6.3 İnç,IPS LCD,FHD+,60 Hz,3750 mAh,Var,18 W,Yok,20 MP,Yok,1080p (Full HD),60 fps,24 MP,8 Çekirdek,12 nm,229.700 Puan,4 GB,64 GB,7.6 mm,172 Gram,Cam,Yok,Var,Var,Var,Var,4.2,Var,Android,Yok
326,96949.0,83.0,6.5 İnç,OLED,FHD+,120 Hz,3149 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,6 Çekirdek,3 nm,2.123.800 Puan,12 GB,1 TB,5.64 mm,165 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
327,5759.04,,6.56 İnç,,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,,,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.45 mm,,,Yok,Var,Var,Var,Var,,Var,Android,Yok
328,6999.0,37.0,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,32 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,252.600 Puan,4 GB,128 GB,7.84 mm,187 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
329,8156.99,42.0,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,263.600 Puan,8 GB,256 GB,7.84 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
330,9399.0,50.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,364.800 Puan,8 GB,128 GB,7.85 mm,183.5 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
331,12919.05,53.0,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,68 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,16 MP,8 Çekirdek,6 nm,464.200 Puan,8 GB,256 GB,9 mm,220 Gram,,Var,Var,Var,Var,Var,5.0,Var,Android,Yok
332,44999.0,,6.73 İnç,AMOLED,QHD+,120 Hz,5000 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,8 Çekirdek,4 nm,,12 GB,256 GB,9.06 mm,227 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
333,10026.55,49.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,348.500 Puan,6 GB,128 GB,7.85 mm,183.5 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
334,24192.0,69.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,120 W,Yok,200 MP,Var,4320p (Ultra HD) 8K,24 fps,20 MP,8 Çekirdek,4 nm,1.345.300 Puan,12 GB,256 GB,8.6 mm,205 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
335,39501.99,71.0,6.74 İnç,OLED,FHD+,120 Hz,4700 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,8 Çekirdek,4 nm,1.255.000 Puan,8 GB,256 GB,8.5 mm,209 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
336,15039.99,49.0,6.5 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,402.900 Puan,6 GB,128 GB,8.3 mm,195 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
337,9500.0,47.0,6.47 İnç,AMOLED,FHD+,60 Hz,5260 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,6 GB,64 GB,9.67 mm,204 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
338,9500.0,47.0,6.67 İnç,IPS LCD,FHD+,60 Hz,5020 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,402.600 Puan,6 GB,64 GB,8.8 mm,209 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
339,6224.25,21.0,5.0 İnç,IPS LCD,HD,60 Hz,2300 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,28 nm,,2 GB,16 GB,7.9 mm,137.4 Gram,Polikarbonat,Yok,Var,Var,Var,Var,4.1,Var,Android,Yok
340,5690.0,,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,,,8 MP,8 Çekirdek,28 nm,,4 GB,128 GB,8.7 mm,,,Yok,Var,Var,Var,Var,,Var,Android,Yok
341,127499.99,91.0,6.3 İnç,OLED,FHD+,120 Hz,3988 mAh,Var,40 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,18 MP,6 Çekirdek,3 nm,2.430.600 Puan,12 GB,1 TB,8.75 mm,204 Gram,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
342,12415.88,58.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,585.100 Puan,8 GB,128 GB,7.9 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
343,,68.0,6.7 İnç,OLED,FHD+,60 Hz,4325 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,,6 GB,128 GB,7.8 mm,203 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
344,,49.0,6.4 İnç,AMOLED,FHD+,60 Hz,4015 mAh,Var,30 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,8 nm,,8 GB,128 GB,7.7 mm,165 Gram,,Yok,Var,Var,Var,Var,5.1,Var,Android,Yok
345,12999.0,50.0,6.47 İnç,AMOLED,FHD+,60 Hz,5260 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,6 GB,128 GB,9.67 mm,204 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
346,,61.0,5.8 İnç,OLED,FHD+,60 Hz,3046 mAh,Var,18 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,7 nm,1.144.400 Puan,4 GB,256 GB,8.1 mm,188 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
347,,49.0,5.8 İnç,OLED,FHD+,60 Hz,2658 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,7 nm,824.200 Puan,4 GB,64 GB,7.7 mm,177 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
348,2999.0,8.0,2.45 İnç,TFT LCD,SD,60 Hz,1230 mAh,Yok,,Yok,5 MP,Yok,480p,,,1 Çekirdek,,,768 MB,8 GB,11.4 mm,107 Gram,,Yok,Yok,Yok,Var,Var,2.1,Yok,BlackBerry OS,Yok
349,7760.0,,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,64 MP,Yok,,,8 MP,8 Çekirdek,6 nm,,8 GB,128 GB,8.75 mm,205 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,
350,16999.0,57.0,6.78 İnç,AMOLED,FHD+,144 Hz,5200 mAh,Var,45 W,Var,50 MP,Var,1440p (Quad HD) 2K,30 fps,13 MP,8 Çekirdek,6 nm,434.200 Puan,8 GB,256 GB,7.55 mm,199 Gram,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
351,10491.99,49.0,6.7 İnç,IPS LCD,HD+,120 Hz,5160 mAh,Var,45 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,280.300 Puan,8 GB,256 GB,7.7 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
352,11499.0,48.0,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,403.400 Puan,6 GB,128 GB,7.9 mm,200 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
353,39999.0,45.0,6.6 İnç,PLS,FHD+,60 Hz,4050 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,6 nm,384.700 Puan,6 GB,128 GB,10.2 mm,240 Gram,Plastik,Var,Var,Var,Var,Var,5.3,Var,Android,Var
354,44697.6,,6.73 İnç,AMOLED,QHD+,120 Hz,5000 mAh,Var,90 W,Var,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,8 Çekirdek,4 nm,1.530.500 Puan,16 GB,512 GB,9.06 mm,227 Gram,Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
355,23635.29,62.0,6.4 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,5 nm,623.500 Puan,8 GB,256 GB,8.2 mm,202 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
356,7646.4,46.0,6.53 İnç,IPS LCD,FHD+,60 Hz,6000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,11 nm,253.600 Puan,4 GB,128 GB,9.6 mm,198 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,,Android,Var
357,7496.16,45.0,6.67 İnç,IPS LCD,FHD+,60 Hz,5020 mAh,Var,18 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,396.000 Puan,4 GB,64 GB,8.8 mm,209 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
358,,46.0,4.7 İnç,IPS LCD,HD+,60 Hz,1821 mAh,Var,18 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,7 nm,923.000 Puan,3 GB,128 GB,7.3 mm,148 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
359,,39.0,6.59 İnç,IPS LCD,FHD+,60 Hz,4000 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),60 fps,16 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.8 mm,206 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,4.2,,Android,Yok
360,,31.0,6.4 İnç,Super AMOLED,HD+,60 Hz,4000 mAh,Var,15 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,14 nm,,3 GB,32 GB,7.8 mm,169 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
361,,38.0,4.7 İnç,IPS LCD,HD+,60 Hz,1821 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,10 nm,528.400 Puan,2 GB,64 GB,7.3 mm,148 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
362,5280.0,,6.75 İnç,IPS LCD,HD+,90 Hz,5000 mAh,,,Yok,48 MP,Yok,,,16 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.6 mm,,,Yok,Var,Var,Var,Var,5.0,,Android,
363,46105.18,79.0,6.67 İnç,AMOLED,QHD+,120 Hz,6000 mAh,Var,90 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,20 MP,8 Çekirdek,4 nm,2.065.300 Puan,12 GB,512 GB,8.12 mm,206 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
364,75559.99,75.0,6.45 İnç,OLED,FHD+,120 Hz,5110 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,8 MP,12 Çekirdek,7 nm,1.321.200 Puan,12 GB,512 GB,9.85 mm,239 Gram,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
365,23990.0,58.0,6.7 İnç,OLED,FHD+,120 Hz,5000 mAh,Var,100 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,60 MP,8 Çekirdek,7 nm,595.800 Puan,12 GB,256 GB,6.98 mm,195 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
366,14299.0,53.0,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,13 MP,8 Çekirdek,6 nm,446.100 Puan,8 GB,256 GB,6.8 mm,162 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
367,46891.95,75.0,6.8 İnç,OLED,FHD+,120 Hz,5050 mAh,Var,100 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,8 Çekirdek,7 nm,929.200 Puan,12 GB,512 GB,8.4 mm,220 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
368,27504.0,65.0,6.6 İnç,Super AMOLED,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,4 nm,740.800 Puan,8 GB,256 GB,8.2 mm,213 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
369,8106.0,48.0,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,20 W,Yok,64 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,412.600 Puan,8 GB,256 GB,8.3 mm,198 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
370,42975.0,75.0,6.6 İnç,Dynamic AMOLED,FHD+,120 Hz,4700 mAh,Var,45 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,4 nm,1.515.500 Puan,8 GB,256 GB,7.6 mm,195 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
371,9999.0,41.0,6.53 İnç,IPS LCD,FHD+,60 Hz,4510 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,25 MP,8 Çekirdek,12 nm,240.100 Puan,6 GB,128 GB,8.8 mm,190 Gram,Cam,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
372,4799.23,27.0,6.53 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,132.500 Puan,2 GB,32 GB,9 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
373,14399.04,44.0,6.5 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,255.300 Puan,4 GB,128 GB,8.92 mm,181 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
374,,54.0,6.5 İnç,OLED,FHD+,60 Hz,3174 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,7 nm,831.200 Puan,4 GB,256 GB,7.7 mm,208 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
375,10529.0,,6.67 İnç,IPS LCD,HD+,90 Hz,6000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,11 nm,,8 GB,256 GB,7.99 mm,193 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
376,9499.05,39.0,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,8 nm,186.900 Puan,4 GB,64 GB,9.1 mm,201 Gram,Plastik,Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
377,37995.47,65.0,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,3700 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,4 nm,1.258.400 Puan,8 GB,128 GB,6.9 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
378,8828.79,46.0,6.78 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,18 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,12 nm,,8 GB,128 GB,9.1 mm,213 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
379,,74.0,6.7 İnç,OLED,FHD+,120 Hz,4352 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.438.500 Puan,6 GB,256 GB,7.65 mm,240 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
