urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
500,19256.78,62.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,200 MP,Var,1080p (Full HD),60 fps,16 MP,8 Çekirdek,6 nm,433.200 Puan,12 GB,512 GB,7.98 mm,179 Gram,,Yok,Var,Var,Var,Var,5.3,Var,Android,Var
501,7322.7,42.0,6.75 İnç,IPS LCD,HD+,90 Hz,5200 mAh,Var,22.5 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,222.200 Puan,6 GB,128 GB,8.3 mm,204 Gram,Plastik,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
502,4497.11,,6.51 İnç,IPS LCD,HD+,60 Hz,3950 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,28 nm,,2 GB,128 GB,9.2 mm,199 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
503,39999.0,45.0,6.6 İnç,PLS,FHD+,60 Hz,4050 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,6 nm,384.700 Puan,6 GB,128 GB,10.2 mm,240 Gram,Plastik,Var,Var,Var,Var,Var,5.3,Var,Android,Var
504,9984.0,41.0,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,269.100 Puan,6 GB,128 GB,8.16 mm,190 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
505,12499.0,47.0,6.64 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,44 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,341.500 Puan,8 GB,128 GB,8.07 mm,202 Gram,,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
506,3990.0,,5.5 İnç,IPS LCD,HD+,60 Hz,3000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,12 nm,,2 GB,32 GB,9.95 mm,172 Gram,Plastik,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
507,14399.04,44.0,6.5 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,255.300 Puan,4 GB,128 GB,8.92 mm,181 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
508,,54.0,6.5 İnç,OLED,FHD+,60 Hz,3174 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,7 nm,831.200 Puan,4 GB,256 GB,7.7 mm,208 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
509,8126.99,,6.7 İnç,IPS LCD,HD+,120 Hz,5000 mAh,Var,18 W,Yok,48 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,,8 GB,256 GB,8.1 mm,185.6 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,,Android,Var
510,13431.5,55.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,50 MP,Var,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,367.500 Puan,8 GB,512 GB,7.92 mm,187 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
511,49999.0,76.0,6.8 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,4 nm,2.213.700 Puan,16 GB,512 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
512,21195.0,64.0,6.67 İnç,AMOLED,FHD+,120 Hz,5100 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,605.800 Puan,12 GB,512 GB,7.98 mm,181 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Var
513,7044.5,,6.53 İnç,IPS LCD,HD+,90 Hz,5000 mAh,,,Yok,50 MP,Yok,,,13 MP,8 Çekirdek,12 nm,,6 GB,128 GB,,,,Yok,Var,Var,Var,Var,5.0,,Android,Yok
514,9499.05,39.0,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,8 nm,186.900 Puan,4 GB,64 GB,9.1 mm,201 Gram,Plastik,Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
515,37995.47,65.0,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,3700 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,4 nm,1.258.400 Puan,8 GB,128 GB,6.9 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
516,8828.79,46.0,6.78 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,18 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,12 nm,,8 GB,128 GB,9.1 mm,213 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
517,,74.0,6.7 İnç,OLED,FHD+,120 Hz,4352 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.438.500 Puan,6 GB,256 GB,7.65 mm,240 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
518,16735.93,53.0,6.47 İnç,AMOLED,FHD+,60 Hz,5260 mAh,Var,30 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,8 nm,370.700 Puan,6 GB,128 GB,9.67 mm,208 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
519,14506.4,36.0,6.5 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,12 MP,Yok,2160p (Ultra HD) 4K,30 fps,8 MP,8 Çekirdek,11 nm,208.300 Puan,3 GB,64 GB,9.1 mm,195 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
520,9720.97,,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,8 Çekirdek,12 nm,,6 GB,256 GB,8.35 mm,200 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
521,7885.71,42.0,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,160.900 Puan,8 GB,128 GB,8.75 mm,189 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
522,7518.24,39.0,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,254.300 Puan,4 GB,128 GB,7.49 mm,182 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
523,3263.04,,6.82 İnç,IPS LCD,HD+,60 Hz,6000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,2 GB,32 GB,8.9 mm,207 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
524,,74.0,6.8 İnç,Dynamic AMOLED,QHD+,120 Hz,5000 mAh,Var,25 W,Var,108 MP,Var,4320p (Ultra HD) 8K,24 fps,40 MP,8 Çekirdek,5 nm,986.700 Puan,12 GB,256 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
525,,47.0,6.43 İnç,Super AMOLED,FHD+,60 Hz,4000 mAh,Var,18 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,12 nm,578.500 Puan,8 GB,128 GB,7.48 mm,164 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Yok
526,,40.0,6.53 İnç,IPS LCD,FHD+,60 Hz,5020 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,12 nm,,3 GB,64 GB,8.9 mm,199 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,,Android,Var
527,,50.0,5.8 İnç,OLED,FHD+,60 Hz,2716 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,7 MP,6 Çekirdek,10 nm,623.200 Puan,3 GB,256 GB,7.7 mm,174 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
528,2849.05,21.0,5.5 İnç,Super AMOLED,HD,60 Hz,3000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,14 nm,,2 GB,16 GB,7.6 mm,170 Gram,PoliKarbonat (Metalik Görünümlü),Yok,Var,Var,Var,Var,4.1,Yok,Android,Yok
529,8930.0,,6.7 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,22.5 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,8 GB,256 GB,8.2 mm,,,Yok,Var,Var,Var,Var,,,Android,Yok
530,9299.0,,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.35 mm,200 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
531,37998.0,55.0,6.9 İnç,OLED,FHD+,120 Hz,4310 mAh,Var,33 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,684.669 Puan,8 GB,256 GB,7 mm,209 Gram,,Var,Var,Var,Var,Var,5.2,Var,Android,Var
532,64099.0,80.0,6.8 İnç,AMOLED,FHD+,120 Hz,6000 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,12 MP,8 Çekirdek,4 nm,2.176.000 Puan,16 GB,512 GB,8.78 mm,246 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
533,74499.0,74.0,6.7 İnç,OLED,FHD+,60 Hz,4383 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,4 nm,1.417.400 Puan,6 GB,512 GB,7.8 mm,201 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
534,,57.0,6.67 İnç,AMOLED,FHD+,120 Hz,4500 mAh,Var,120 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,557.900 Puan,8 GB,128 GB,8.34 mm,204 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
535,27999.9,56.0,6.6 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,793.100 Puan,8 GB,128 GB,8.9 mm,193 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Var
536,11999.0,22.0,4.7 İnç,IPS LCD,HD+,60 Hz,1800 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),60 fps,1.2 MP,2 Çekirdek,20 nm,,1 GB,32 GB,6.9 mm,129 Gram,Metal,Yok,Var,Var,Var,Var,4.0,Var,iOS,Yok
537,9700.0,,6.7 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,64 MP,Yok,,,16 MP,8 Çekirdek,6 nm,413.000 Puan,8 GB,256 GB,7.96 mm,,,Yok,Var,Var,Var,Var,,Var,Android,Yok
538,14999.0,51.0,6.5 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,415.100 Puan,8 GB,256 GB,8.4 mm,200 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
539,4799.99,,6.51 İnç,IPS LCD,HD+,60 Hz,4000 mAh,,,Yok,13 MP,Yok,,,8 MP,8 Çekirdek,28 nm,,4 GB,128 GB,9.45 mm,180 Gram,,Yok,Var,Var,Var,Var,,,Android,Yok
540,,68.0,6.7 İnç,AMOLED,FHD+,120 Hz,4700 mAh,Var,45 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,4 nm,1.124.200 Puan,12 GB,512 GB,8.6 mm,201.2 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
541,,,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,68 W,Var,108 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,6 nm,,8 GB,256 GB,8.12 mm,,,Yok,Var,Var,Var,Var,,Var,Android,Var
542,6299.0,39.0,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9 mm,203 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
543,26555.06,65.0,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,80 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,842.600 Puan,12 GB,256 GB,7.45 mm,186 Gram,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
544,18624.0,,6.67 İnç,OLED,FHD+,120 Hz,5000 mAh,Var,,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,,12 GB,256 GB,7.9 mm,181 Gram,,Var,Var,Var,Var,Var,5.3,Var,Android,
545,7949.0,42.0,6.82 İnç,IPS LCD,HD+,90 Hz,7000 mAh,Var,18 W,Yok,16 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,12 nm,249.300 Puan,4 GB,64 GB,9.63 mm,230 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
546,12450.0,32.0,6.52 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8.4 mm,190 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
547,103950.0,76.0,6.7 İnç,OLED,FHD+,120 Hz,4352 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.438.500 Puan,6 GB,1 TB,7.65 mm,240 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
548,,60.0,6.5 İnç,Super AMOLED,FHD+,120 Hz,4500 mAh,Var,25 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,6 nm,586.400 Puan,8 GB,128 GB,8.4 mm,189 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.0,Var,Android,Var
549,64999.0,69.0,6.6 İnç,OLED,FHD+,120 Hz,4360 mAh,Var,66 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,13 MP,8 Çekirdek,5 nm,,8 GB,256 GB,8.5 mm,195 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
550,,68.0,6.58 İnç,OLED,FHD+,90 Hz,4200 mAh,Var,40 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,7 nm,,8 GB,256 GB,8.95 mm,209 Gram,Cam,Var,Var,Var,Var,Var,5.1,Var,Android,Var
551,,44.0,6.4 İnç,Super AMOLED,FHD+,60 Hz,6000 mAh,Var,15 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,20 MP,8 Çekirdek,10 nm,265.500 Puan,4 GB,64 GB,8.9 mm,188 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
552,,35.0,6.22 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,12 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,9.4 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,4.2,Yok,Android,Var
553,4032.0,19.0,5.5 İnç,Super AMOLED,HD,60 Hz,3100 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,1.9 MP,4 Çekirdek,32 nm,,2 GB,16 GB,9.4 mm,183 Gram,,Yok,Yok,Yok,Var,Var,4.0,Var,Android,Yok
554,23998.8,64.0,6.67 İnç,AMOLED,FHD+,120 Hz,5110 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,20 MP,8 Çekirdek,4 nm,646.600 Puan,8 GB,256 GB,8.4 mm,190 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
555,9297.0,45.0,6.68 İnç,IPS LCD,HD+,90 Hz,5500 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,257.200 Puan,8 GB,256 GB,8.1 mm,198 Gram,Plastik (Metalik Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
556,22905.82,65.0,6.7 İnç,AMOLED,FHD+,120 Hz,5200 mAh,Var,100 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,50 MP,8 Çekirdek,4 nm,792.700 Puan,8 GB,256 GB,7.7 mm,187 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Yok
557,85399.0,80.0,6.7 İnç,OLED,FHD+,60 Hz,4674 mAh,Var,30 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.572.700 Puan,8 GB,512 GB,7.8 mm,199 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
558,15190.0,,6.78 İnç,,FHD+,90 Hz,4000 mAh,,,Yok,108 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,6 nm,398.600 Puan,8 GB,128 GB,8.8 mm,204 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
559,10522.95,,6.67 İnç,AMOLED,FHD+,60 Hz,4500 mAh,,,Yok,64 MP,Yok,,,24 MP,8 Çekirdek,12 nm,299.200 Puan,8 GB,128 GB,,,,Yok,Var,Var,Var,Var,,Var,Android,Yok
560,119000.0,83.0,6.1 İnç,OLED,FHD+,120 Hz,3274 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.791.300 Puan,8 GB,1 TB,8.25 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
561,23330.33,65.0,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,67 W,Yok,64 MP,Var,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,4 nm,1.134.500 Puan,12 GB,256 GB,7.9 mm,181 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
562,9399.0,36.0,6.5 İnç,PLS,HD+,90 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,8 nm,,4 GB,64 GB,9.1 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
563,9999.0,33.0,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,64 GB,9.1 mm,192 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
564,16000.0,56.0,6.67 İnç,AMOLED,FHD+,120 Hz,4500 mAh,Var,120 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,6 nm,,6 GB,128 GB,8.34 mm,204 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
565,28000.0,58.0,6.1 İnç,OLED,FHD+,60 Hz,3800 mAh,Var,22.5 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,7 nm,652.100 Puan,8 GB,128 GB,8.5 mm,175 Gram,Cam,Var,Var,Var,Var,Var,5.1,Var,Android,Var
566,,25.0,6.2 İnç,PLS,HD+,60 Hz,4000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,2 GB,32 GB,7.8 mm,168 Gram,Plastik,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
567,23460.2,56.0,6.4 İnç,Super AMOLED,QHD+,60 Hz,4000 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,8 MP,8 Çekirdek,10 nm,445.200 Puan,6 GB,128 GB,8.8 mm,201 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
568,45999.0,73.0,6.8 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,4 nm,2.170.600 Puan,12 GB,256 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
569,104998.0,81.0,6.1 İnç,OLED,FHD+,120 Hz,3274 mAh,Var,20 W,Var,48 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,3 nm,1.791.300 Puan,8 GB,512 GB,8.25 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
570,64599.05,74.0,6.2 İnç,Super AMOLED,HD+,120 Hz,4400 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,8 Çekirdek,4 nm,1.513.900 Puan,12 GB,256 GB,13.4 mm,253 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
571,10708.8,42.0,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,8 nm,186.900 Puan,4 GB,128 GB,9.1 mm,201 Gram,Plastik,Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
572,9490.0,44.0,6.55 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,,6 GB,128 GB,8.38 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
573,4220.22,26.0,6.52 İnç,IPS LCD,HD+,60 Hz,4000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,3 GB,32 GB,8.8 mm,190 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
574,6758.39,38.0,6.7 İnç,IPS LCD,HD+,120 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,249.700 Puan,4 GB,128 GB,8.35 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
575,9997.0,49.0,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,6 nm,437.600 Puan,8 GB,128 GB,7.7 mm,187 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
576,,,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,6 nm,,4 GB,128 GB,8.09 mm,192 Gram,,Var,Var,Var,Var,Var,5.3,,Android,Var
577,9999.0,45.0,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,12 nm,270.700 Puan,8 GB,128 GB,8.75 mm,,Plastik,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
578,6711.13,,6.8 İnç,IPS LCD,HD+,60 Hz,5150 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,273.400 Puan,8 GB,256 GB,9.8 mm,210 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
579,,,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,13 MP,8 Çekirdek,6 nm,,8 GB,256 GB,7.98 mm,189 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Var
580,7799.0,35.0,6.71 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,146.200 Puan,4 GB,128 GB,8.32 mm,200 Gram,Plastik,Yok,Var,Var,Var,Var,5.4,Yok,Android,Yok
581,5376.0,,6.52 İnç,IPS LCD,HD+,60 Hz,4500 mAh,,,Yok,48 MP,Yok,,,8 MP,8 Çekirdek,12 nm,,6 GB,128 GB,8.5 mm,196 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
582,5269.44,,6.51 İnç,IPS LCD,HD+,60 Hz,3950 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9.2 mm,199 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
583,13247.04,50.0,6.43 İnç,AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,397.500 Puan,8 GB,128 GB,8.09 mm,179 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
