urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,özelli̇kler_suya_dayanıklılık,ekran_ekran_teknolojisi_Dynamic AMOLED,ekran_ekran_teknolojisi_IPS LCD,ekran_ekran_teknolojisi_OLED,ekran_ekran_teknolojisi_PLS,ekran_ekran_teknolojisi_Super AMOLED,ekran_ekran_teknolojisi_TFT LCD,ekran_ekran_çözünürlüğü_standardı_FHD+,ekran_ekran_çözünürlüğü_standardı_HD,ekran_ekran_çözünürlüğü_standardı_HD+,ekran_ekran_çözünürlüğü_standardı_QHD+,ekran_ekran_çözünürlüğü_standardı_SD,kamera_video_kayıt_çözünürlüğü_1440p (Quad HD) 2K,kamera_video_kayıt_çözünürlüğü_2160p (Ultra HD) 4K,kamera_video_kayıt_çözünürlüğü_4320p (Ultra HD) 8K,kamera_video_kayıt_çözünürlüğü_480p,kamera_video_kayıt_çözünürlüğü_720p (HD),kamera_video_kayıt_çözünürlüğü_Unknown,tasarim_gövde_malzemesi_kapak_Cam | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Cam | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Fiberglass,tasarim_gövde_malzemesi_kapak_Fiberglass | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Metal,tasarim_gövde_malzemesi_kapak_Plastik,tasarim_gövde_malzemesi_kapak_Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Plastik (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_PoliKarbonat (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_Polikarbonat,tasarim_gövde_malzemesi_kapak_Polimer (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Unknown,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_BlackBerry OS,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_iOS
386,10.896739325546411,85.0,6.78,120.0,6500.0,1,120.0,0,50.0,1.0,24.0,16.0,8.0,3.0,2802400.0,12.0,512.0,8.55,222.8,0.0,1,1,1,1,5.4,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,10.638466217909503,84.0,6.67,144.0,5000.0,1,120.0,1,50.0,1.0,30.0,32.0,8.0,4.0,2017000.0,12.0,1.0,8.39,209.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
389,8.972934343354668,42.0,6.6,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,12.0,160.9,8.0,128.0,8.75,189.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
390,8.925220348006805,39.0,6.74,90.0,5000.0,1,33.0,0,50.0,0.0,30.0,8.0,8.0,12.0,254.3,4.0,128.0,7.49,182.0,0.0,1,1,1,1,5.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
391,11.538602958260002,79.0,6.1,120.0,3200.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1432800.0,6.0,1.0,7.85,206.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
396,7.955091816968454,21.0,5.5,60.0,3000.0,0,33.0,0,13.0,0.0,30.0,5.0,8.0,14.0,655.2,2.0,16.0,7.6,170.0,0.0,1,1,1,1,4.1,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
398,10.760028280004509,83.0,6.83,120.0,6200.0,1,80.0,1,50.0,1.0,60.0,50.0,8.0,4.0,1581700.0,12.0,512.0,7.58,201.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
399,9.546884034617925,52.0,6.7,90.0,5000.0,1,25.0,0,50.0,0.0,30.0,13.0,8.0,5.0,435.9,8.0,256.0,7.9,200.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
401,11.117709257000373,88.0,6.73,120.0,5000.0,1,90.0,1,50.0,1.0,30.0,32.0,8.0,4.0,2114700.0,16.0,512.0,9.2,219.8,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
402,11.06819964290876,80.0,6.8,120.0,6000.0,1,80.0,0,50.0,1.0,30.0,12.0,8.0,4.0,2176000.0,16.0,512.0,8.78,246.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
403,11.218554404367652,74.0,6.7,60.0,4383.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1417400.0,6.0,512.0,7.8,201.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
404,10.463003335471218,72.0,6.67,120.0,5000.0,1,120.0,0,50.0,1.0,24.0,16.0,8.0,4.0,1538700.0,12.0,512.0,8.21,209.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
405,9.581903928408666,44.0,6.7,90.0,5000.0,1,40.0,0,108.0,0.0,30.0,8.0,8.0,6.0,331.1,8.0,128.0,8.4,199.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
406,11.502875129116727,75.0,6.7,120.0,4352.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1438500.0,6.0,512.0,7.65,240.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
408,9.50613271707527,45.0,6.4,60.0,5000.0,1,15.0,0,48.0,0.0,30.0,20.0,8.0,12.0,221.5,4.0,128.0,8.6,185.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
411,9.937744041214218,64.0,6.67,120.0,5800.0,1,45.0,0,50.0,1.0,30.0,32.0,8.0,4.0,638.9,12.0,256.0,7.76,192.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
413,10.547236221420816,69.0,6.7,120.0,3700.0,1,25.0,1,12.0,1.0,60.0,10.0,8.0,4.0,1507300.0,8.0,256.0,6.9,187.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415,10.819598268208338,70.0,6.6,120.0,4500.0,1,45.0,1,50.0,1.0,24.0,10.0,8.0,4.0,1038500.0,8.0,128.0,7.6,196.0,0.0,1,1,1,1,5.2,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
416,10.80770671532125,67.0,6.1,60.0,3227.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1550800.0,4.0,512.0,7.65,174.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
421,9.431885847046487,56.0,6.78,144.0,5160.0,1,45.0,0,50.0,0.0,30.0,13.0,8.0,6.0,449.9,8.0,256.0,5.95,155.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
422,11.02679245379461,76.0,6.9,120.0,4300.0,1,25.0,1,50.0,1.0,60.0,10.0,10.0,3.0,1943900.0,12.0,256.0,6.5,188.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
423,9.047468439003541,44.0,6.67,90.0,5000.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,273.0,8.0,128.0,7.64,185.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
424,10.615500156648109,72.0,6.6,120.0,4900.0,1,66.0,1,50.0,1.0,60.0,13.0,8.0,7.0,751.8,12.0,256.0,7.95,207.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
425,9.259605661350994,46.0,6.72,90.0,5000.0,1,33.0,0,64.0,0.0,60.0,8.0,8.0,12.0,655.2,8.0,256.0,7.89,189.5,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
428,11.547819523947549,80.0,6.7,120.0,4323.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1761400.0,6.0,512.0,7.85,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
429,9.547957667053378,49.0,6.43,90.0,5000.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,6.0,655.2,6.0,128.0,8.09,179.0,0.0,1,1,1,1,5.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
430,10.51867319162636,72.0,6.78,144.0,5200.0,1,100.0,1,50.0,1.0,60.0,32.0,8.0,4.0,1369400.0,12.0,256.0,7.99,209.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
431,10.86906356408504,75.0,6.7,120.0,4000.0,1,25.0,1,50.0,1.0,60.0,10.0,8.0,4.0,1511600.0,12.0,512.0,6.9,187.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
435,9.852247414630483,61.0,6.7,120.0,5000.0,1,100.0,0,200.0,1.0,30.0,32.0,8.0,6.0,560.4,12.0,512.0,8.7,189.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
438,10.738702276399117,79.0,6.67,120.0,6000.0,1,90.0,0,50.0,1.0,24.0,20.0,8.0,4.0,2065300.0,12.0,512.0,8.12,206.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
439,9.230044955250518,48.0,6.68,90.0,6000.0,1,44.0,0,50.0,0.0,30.0,8.0,8.0,12.0,278.2,8.0,256.0,8.09,199.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
440,9.392661928770137,50.0,6.4,90.0,5000.0,1,67.0,0,108.0,0.0,30.0,16.0,8.0,6.0,427.2,8.0,128.0,7.95,178.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
441,9.36228862824824,54.0,6.78,120.0,5000.0,1,33.0,0,108.0,0.0,30.0,32.0,8.0,6.0,434.1,12.0,256.0,8.4,206.0,0.0,1,1,1,1,5.2,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
442,11.1744849726039,86.0,6.8,120.0,5600.0,1,80.0,1,50.0,1.0,60.0,50.0,8.0,4.0,2051100.0,12.0,512.0,8.9,229.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443,9.852061617773284,63.0,6.67,120.0,5100.0,1,67.0,0,64.0,1.0,30.0,16.0,8.0,4.0,605.8,12.0,256.0,7.98,181.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
444,9.903487552536127,45.0,6.82,90.0,7000.0,1,18.0,0,16.0,0.0,30.0,8.0,8.0,12.0,655.2,6.0,128.0,9.63,230.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
445,10.87804719253426,68.0,6.1,60.0,3279.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1381900.0,6.0,512.0,7.8,172.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
446,8.631235907456897,38.0,6.52,60.0,5000.0,1,15.0,0,50.0,0.0,30.0,8.0,8.0,12.0,655.2,4.0,128.0,8.9,190.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
447,9.648659816955295,45.0,6.43,60.0,5000.0,1,33.0,0,48.0,0.0,30.0,16.0,8.0,11.0,655.2,4.0,128.0,7.95,175.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
448,7.955091816968454,20.0,5.5,60.0,3000.0,0,33.0,0,13.0,0.0,30.0,5.0,8.0,28.0,655.2,1.5,16.0,7.5,171.0,0.0,1,1,1,1,4.1,0.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
451,10.250978855639774,68.0,6.7,120.0,5200.0,1,100.0,0,50.0,1.0,30.0,50.0,8.0,4.0,823.6,12.0,512.0,7.7,187.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
452,8.946380034461487,44.0,6.56,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,32.0,8.0,12.0,260.7,8.0,256.0,8.3,190.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
453,11.759785542901755,85.0,6.7,120.0,4441.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1740400.0,8.0,1.0,8.25,221.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
454,9.148464968258095,50.0,6.67,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,6.0,364.8,8.0,128.0,7.85,183.5,0.0,1,1,1,1,5.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
455,9.466535647298144,53.0,6.78,120.0,5000.0,1,68.0,0,50.0,0.0,30.0,16.0,8.0,6.0,464.2,8.0,256.0,9.0,220.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
456,11.012751905982572,75.0,6.2,120.0,4400.0,1,25.0,1,50.0,1.0,30.0,10.0,8.0,4.0,1513900.0,12.0,512.0,13.4,253.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
458,9.61587214452889,52.0,6.67,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,6.0,364.8,8.0,256.0,7.85,183.5,0.0,1,1,1,1,5.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
460,10.205442284274628,71.0,6.78,120.0,5500.0,1,120.0,0,50.0,1.0,60.0,32.0,8.0,4.0,1489800.0,12.0,256.0,8.65,191.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
461,9.945350445133966,61.0,6.7,120.0,5000.0,1,67.0,0,64.0,0.0,30.0,32.0,8.0,6.0,595.6,8.0,256.0,7.54,177.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
462,9.775654181026242,57.0,6.5,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,13.0,8.0,5.0,485.5,8.0,256.0,8.3,197.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
464,10.014572651455815,65.0,6.67,120.0,5000.0,1,120.0,0,108.0,0.0,30.0,16.0,8.0,5.0,969.4,12.0,256.0,8.8,204.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
465,8.638667184877477,38.0,6.3,60.0,4000.0,1,18.0,0,48.0,0.0,60.0,13.0,8.0,14.0,243.3,4.0,64.0,8.1,186.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
468,10.267290730143218,69.0,6.77,120.0,6000.0,1,90.0,0,50.0,1.0,30.0,50.0,8.0,4.0,806.1,12.0,256.0,7.39,199.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469,10.07173638474259,67.0,6.67,120.0,5110.0,1,45.0,0,50.0,1.0,30.0,20.0,8.0,4.0,684.9,12.0,512.0,8.4,190.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
470,10.463003335471218,72.0,6.67,120.0,5000.0,1,120.0,0,50.0,1.0,24.0,16.0,8.0,4.0,1538700.0,12.0,512.0,8.21,209.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
471,9.581903928408666,44.0,6.7,90.0,5000.0,1,40.0,0,108.0,0.0,30.0,8.0,8.0,6.0,331.1,8.0,128.0,8.4,199.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
472,11.502875129116727,75.0,6.7,120.0,4352.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1438500.0,6.0,512.0,7.65,240.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
474,9.50613271707527,45.0,6.4,60.0,5000.0,1,15.0,0,48.0,0.0,30.0,20.0,8.0,12.0,221.5,4.0,128.0,8.6,185.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
478,10.547236221420816,69.0,6.7,120.0,3700.0,1,25.0,1,12.0,1.0,60.0,10.0,8.0,4.0,1507300.0,8.0,256.0,6.9,187.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480,10.819598268208338,70.0,6.6,120.0,4500.0,1,45.0,1,50.0,1.0,24.0,10.0,8.0,4.0,1038500.0,8.0,128.0,7.6,196.0,0.0,1,1,1,1,5.2,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
481,10.80770671532125,67.0,6.1,60.0,3227.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1550800.0,4.0,512.0,7.65,174.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
485,9.047468439003541,44.0,6.67,90.0,5000.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,273.0,8.0,128.0,7.64,185.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
486,10.615500156648109,72.0,6.6,120.0,4900.0,1,66.0,1,50.0,1.0,60.0,13.0,8.0,7.0,751.8,12.0,256.0,7.95,207.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
487,9.259605661350994,46.0,6.72,90.0,5000.0,1,33.0,0,64.0,0.0,60.0,8.0,8.0,12.0,655.2,8.0,256.0,7.89,189.5,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
490,11.547819523947549,80.0,6.7,120.0,4323.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1761400.0,6.0,512.0,7.85,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
491,9.547957667053378,49.0,6.43,90.0,5000.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,6.0,655.2,6.0,128.0,8.09,179.0,0.0,1,1,1,1,5.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
492,10.86906356408504,75.0,6.7,120.0,4000.0,1,25.0,1,50.0,1.0,60.0,10.0,8.0,4.0,1511600.0,12.0,512.0,6.9,187.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,10.568236287380431,64.0,6.1,60.0,2815.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1250400.0,4.0,256.0,7.4,164.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
498,9.528866827722945,41.0,6.3,60.0,4050.0,1,15.0,0,25.0,0.0,30.0,13.0,8.0,10.0,655.2,4.0,64.0,9.9,218.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
499,11.356272239720003,82.0,6.5,120.0,3149.0,1,20.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2123800.0,12.0,512.0,5.64,165.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
500,9.865670413911111,62.0,6.67,120.0,5000.0,1,67.0,0,200.0,1.0,60.0,16.0,8.0,6.0,433.2,12.0,512.0,7.98,179.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
501,8.898870943732092,42.0,6.75,90.0,5200.0,1,22.5,0,50.0,0.0,30.0,8.0,8.0,12.0,222.2,6.0,128.0,8.3,204.0,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
503,10.596634733096073,45.0,6.6,60.0,4050.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,6.0,384.7,6.0,128.0,10.2,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
