urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
600,8.922279561145409,3.828641396489095,6.67 İnç,IPS LCD,FHD+,60 Hz,5020 mAh,Var,18 W,Yok,48 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,396.000 Puan,4 GB,64 GB,8.8 mm,209 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
607,10.434145214930487,4.23410650459726,6.7 İnç,AMOLED,QHD+,120 Hz,5000 mAh,Var,65 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,32 MP,8 Çekirdek,4 nm,1.175.000 Puan,12 GB,256 GB,8.18 mm,189 Gram,Plastik (Metalik Görünümlü),Var,Var,Var,Var,Var,5.2,Var,Android,Yok
608,9.55393007636626,3.9889840465642745,6.67 İnç,OLED,FHD+,120 Hz,4000 mAh,Var,66 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,60 MP,8 Çekirdek,6 nm,,8 GB,128 GB,6.88 mm,168 Gram,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
609,9.819072801393764,3.9318256327243257,6.6 İnç,PLS,FHD+,120 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,8 MP,8 Çekirdek,5 nm,,6 GB,128 GB,8.4 mm,198 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Yok
610,8.474494436883122,3.367295829986474,6.52 İnç,IPS LCD,HD+,60 Hz,4500 mAh,Yok,,Yok,16 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,9.2 mm,188 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
612,8.630521876723241,3.295836866004329,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,28 nm,,3 GB,32 GB,9.1 mm,206 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
615,8.839769322845338,3.4657359027997265,6.53 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,141.900 Puan,3 GB,64 GB,9.0 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
616,9.210340371976184,3.7376696182833684,6.53 İnç,IPS LCD,FHD+,60 Hz,4510 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,25 MP,8 Çekirdek,12 nm,240.100 Puan,6 GB,128 GB,8.8 mm,190 Gram,Cam,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
617,8.476419112414682,3.332204510175204,6.53 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,132.500 Puan,2 GB,32 GB,9 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
621,11.035374224028422,4.30406509320417,6.8 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,4 nm,2.096.100 Puan,12 GB,256 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
622,9.346622353260958,3.9512437185814275,6.67 İnç,AMOLED,FHD+,60 Hz,5000 mAh,Var,33 W,Yok,64 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,12 nm,283.600 Puan,8 GB,256 GB,7.84 mm,188 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
623,9.341982481027898,3.9318256327243257,6.4 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,33 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,452.900 Puan,8 GB,256 GB,7.95 mm,178 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Yok
624,9.02401079378469,3.4965075614664802,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8.19 mm,183 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
626,10.308820318554131,4.189654742026425,6.67 İnç,AMOLED,FHD+,120 Hz,4700 mAh,Var,120 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,60 fps,20 MP,8 Çekirdek,4 nm,,12 GB,256 GB,8.5 mm,210 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
629,9.392816916758878,3.828641396489095,6.5 İnç,IPS LCD,FHD+,90 Hz,5000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,7 nm,,4 GB,128 GB,8.92 mm,190 Gram,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Yok
630,9.23446599458982,3.871201010907891,6.49 İnç,IPS LCD,FHD+,90 Hz,4300 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,6 GB,128 GB,8.95 mm,190 Gram,,Var,Var,Var,Var,Var,5.1,Var,Android,Yok
637,8.736368881169062,3.091042453358316,5.0 İnç,IPS LCD,HD,60 Hz,2300 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,28 nm,,2 GB,16 GB,7.9 mm,137.4 Gram,Polikarbonat,Yok,Var,Var,Var,Var,4.1,Var,Android,Yok
638,9.349695275000323,3.970291913552122,6.7 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Var,1080p (Full HD),30 fps,13 MP,8 Çekirdek,5 nm,440.500 Puan,4 GB,128 GB,7.5 mm,192 Gram,,Var,Var,Var,Var,Var,5.3,Var,Android,Var
639,8.686488608569949,3.58351893845611,6.7 İnç,IPS LCD,HD+,120 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,243.100 Puan,3 GB,64 GB,8.35 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
640,9.615805480084347,3.9889840465642745,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,80 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,32 MP,8 Çekirdek,6 nm,373.800 Puan,8 GB,256 GB,7.79 mm,190 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
642,9.445414075182084,3.9512437185814275,6.4 İnç,Super AMOLED,FHD+,90 Hz,5000 mAh,Var,67 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,427.200 Puan,8 GB,256 GB,7.95 mm,178 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
643,8.906260588914671,3.5553480614894135,6.5 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9.1 mm,190 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
644,9.778880788108214,4.060443010546419,6.55 İnç,AMOLED,FHD+,120 Hz,4300 mAh,Var,67 W,Yok,108 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,6 nm,598.100 Puan,8 GB,256 GB,7.29 mm,173 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
646,9.210340371976184,3.4657359027997265,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,210.800 Puan,4 GB,64 GB,9.1 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
648,11.407564949312402,4.276666119016055,6.1 İnç,OLED,FHD+,120 Hz,3095 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,1.484.600 Puan,6 GB,256 GB,7.65 mm,204 Gram,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
651,9.457200449907708,3.6888794541139363,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.4 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
652,9.925930319046618,3.7376696182833684,6.67 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,22.5 W,Yok,48 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,14 nm,221.900 Puan,4 GB,128 GB,9.26 mm,206 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
657,7.868445598152976,2.9444389791664403,5.0 İnç,Super AMOLED,HD,60 Hz,2600 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,4 Çekirdek,28 nm,,1.5 GB,8 GB,7.9 mm,146 Gram,Plastik,Yok,Var,Var,Var,Var,4.1,Yok,Android,Yok
658,8.4252971767117,3.044522437723423,5.5 İnç,Super AMOLED,HD,60 Hz,3100 mAh,Yok,,Yok,8 MP,Yok,1080p (Full HD),30 fps,2 MP,6 Çekirdek,28 nm,,2 GB,16 GB,8.6 mm,162.5 Gram,,Yok,Yok,Yok,Var,Var,4.0,Var,Android,Yok
661,8.923324744067562,3.6635616461296463,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,8 GB,128 GB,8.4 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
662,9.349886638921156,3.9512437185814275,6.78 İnç,IPS LCD,FHD+,120 Hz,5000 mAh,Var,33 W,Yok,108 MP,Yok,1440p (Quad HD) 2K,30 fps,32 MP,8 Çekirdek,6 nm,428.600 Puan,8 GB,256 GB,8.25 mm,199 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
664,9.711115659888671,4.007333185232471,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,44 W,Yok,64 MP,Var,1080p (Full HD),60 fps,16 MP,8 Çekirdek,6 nm,480.200 Puan,8 GB,256 GB,7.89 mm,177 Gram,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
665,8.974744612722734,3.6109179126442243,6.52 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,128 GB,8.9 mm,204 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
666,9.881047650686535,4.07753744390572,6.55 İnç,AMOLED,FHD+,120 Hz,4500 mAh,Var,67 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,4 nm,658.900 Puan,8 GB,256 GB,7.23 mm,171 Gram,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,
667,9.169522544113914,3.6635616461296463,6.7 İnç,PLS,HD+,60 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,12 nm,227.100 Puan,4 GB,128 GB,8.8 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.3,Yok,Android,Yok
668,9.351760069949703,3.7612001156935624,6.6 İnç,PLS,FHD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,8 nm,,4 GB,128 GB,8.8 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
671,9.615805480084347,3.6375861597263857,6.5 İnç,PLS,HD+,90 Hz,5000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,8 nm,,4 GB,64 GB,9.7 mm,214 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
673,10.25547452508821,4.02535169073515,6.7 İnç,Dynamic AMOLED,FHD+,60 Hz,3300 mAh,Var,15 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,7 nm,,8 GB,256 GB,6.9 mm,183 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
677,9.615805480084347,3.970291913552122,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,80 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,6 nm,365.100 Puan,8 GB,256 GB,7.79 mm,188 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
678,9.252700383142242,3.784189633918261,6.67 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,265.300 Puan,6 GB,128 GB,7.64 mm,185 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
679,9.179881164491475,3.7376696182833684,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,241.800 Puan,6 GB,128 GB,8.09 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
680,8.962776046120291,3.6635616461296463,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,149.500 Puan,8 GB,128 GB,8.5 mm,189 Gram,Plastik,Yok,Var,Var,Var,Var,,Yok,Android,Yok
681,9.957977631757798,4.143134726391533,6.7 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,45 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,30 fps,32 MP,8 Çekirdek,4 nm,684.600 Puan,12 GB,256 GB,8.55 mm,190 Gram,Plastik,Var,Var,Var,Var,Var,5.3,Var,Android,Var
683,10.647364918967778,4.2626798770413155,6.7 İnç,Dynamic AMOLED,FHD+,120 Hz,3700 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,10 MP,8 Çekirdek,4 nm,1.507.300 Puan,8 GB,512 GB,6.9 mm,187 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
684,11.225243392518447,4.2626798770413155,6.7 İnç,OLED,FHD+,60 Hz,4325 mAh,Var,20 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,12 MP,6 Çekirdek,5 nm,,6 GB,512 GB,7.8 mm,203 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
685,9.53249633228804,3.8918202981106265,6.82 İnç,IPS LCD,HD+,90 Hz,6000 mAh,Var,18 W,Yok,50 MP,Yok,1440p (Quad HD) 2K,30 fps,8 MP,8 Çekirdek,6 nm,417.100 Puan,8 GB,128 GB,8.7 mm,212 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
686,8.987321812850125,3.6888794541139363,6.78 İnç,IPS LCD,FHD+,60 Hz,6000 mAh,Yok,,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,265.500 Puan,4 GB,128 GB,9.08 mm,205 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
687,10.12667110305036,3.828641396489095,6.78 İnç,IPS LCD,FHD+,90 Hz,4000 mAh,Var,66 W,Yok,108 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,6 nm,,8 GB,128 GB,7.94 mm,191 Gram,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
689,9.669749956979736,3.970291913552122,6.43 İnç,AMOLED,FHD+,90 Hz,4500 mAh,Var,30 W,Yok,64 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,8 nm,,12 GB,256 GB,7.9 mm,170 Gram,,Var,Var,Var,Var,Var,5.1,Var,Android,
690,9.281823473598047,3.5553480614894135,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8 mm,182 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
691,9.634302680518132,3.713572066704308,6.5 İnç,PLS,HD+,90 Hz,5000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,8 nm,,4 GB,128 GB,9.7 mm,214 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
692,9.536040511615484,3.6635616461296463,6.5 İnç,PLS,HD+,60 Hz,5000 mAh,Var,15 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,152.800 Puan,4 GB,128 GB,8.9 mm,205 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
693,10.350784704892536,4.189654742026425,6.5 İnç,Super AMOLED,FHD+,120 Hz,4500 mAh,Var,25 W,Var,12 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,7 nm,,8 GB,256 GB,8.4 mm,190 Gram,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
699,8.006367567650246,2.70805020110221,4.7 İnç,Super AMOLED,SD,60 Hz,2000 mAh,Yok,,Yok,5 MP,Yok,720p (HD),30 fps,2 MP,4 Çekirdek,,,1 GB,8 GB,8.4 mm,130 Gram,Plastik,Yok,Var,Var,Var,Var,4.1,Yok,Android,Yok
703,9.147399507239015,3.871201010907891,6.68 İnç,IPS LCD,HD+,90 Hz,6000 mAh,Var,44 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,278.200 Puan,8 GB,128 GB,8.09 mm,199 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
704,9.708141544619421,4.060443010546419,6.78 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,45 W,Var,50 MP,Var,1440p (Quad HD) 2K,30 fps,50 MP,8 Çekirdek,6 nm,444.800 Puan,8 GB,256 GB,7.75 mm,180 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
705,9.945888779412279,4.060443010546419,6.7 İnç,OLED,FHD+,120 Hz,4500 mAh,Var,66 W,Yok,50 MP,Yok,2160p (Ultra HD) 4K,30 fps,60 MP,8 Çekirdek,6 nm,594.100 Puan,8 GB,256 GB,6.88 mm,168 Gram,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
708,8.85366542803745,3.6109179126442243,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,230.000 Puan,4 GB,128 GB,8.55 mm,186 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
709,11.459446098657143,4.382026634673881,6.43 İnç,OLED,FHD+,120 Hz,5000 mAh,Var,66 W,Yok,50 MP,Var,2160p (Ultra HD) 4K,60 fps,16 MP,8 Çekirdek,4 nm,1.521.700 Puan,16 GB,512 GB,10.1 mm,231 Gram,,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
710,10.543647900218245,4.219507705176107,6.7 İnç,AMOLED,FHD+,120 Hz,4700 mAh,Var,45 W,Var,50 MP,Var,2160p (Ultra HD) 4K,60 fps,32 MP,8 Çekirdek,4 nm,1.124.200 Puan,12 GB,256 GB,8.6 mm,201.2 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
711,9.128674681311304,3.58351893845611,6.7 İnç,PLS,HD+,60 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,8 MP,8 Çekirdek,12 nm,227.100 Puan,4 GB,64 GB,8.8 mm,195 Gram,Plastik,Yok,Var,Var,Var,Var,5.3,Yok,Android,Yok
712,11.020336700842106,4.356708826689592,6.7 İnç,AMOLED,QHD+,120 Hz,5000 mAh,Var,100 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,24 fps,16 MP,8 Çekirdek,4 nm,1.516.900 Puan,16 GB,256 GB,8.53 mm,205 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
713,10.203592144986466,4.1588830833596715,6.67 İnç,AMOLED,FHD+,120 Hz,5000 mAh,Var,120 W,Yok,108 MP,Var,2160p (Ultra HD) 4K,30 fps,20 MP,8 Çekirdek,5 nm,,8 GB,256 GB,8.6 mm,202 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
714,9.082507000466299,3.6635616461296463,6.71 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,6 nm,317.100 Puan,4 GB,128 GB,8.29 mm,190 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
716,9.350102314351341,3.6635616461296463,6.51 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,18 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8.4 mm,193 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
717,9.602618918280172,3.784189633918261,6.4 İnç,Super AMOLED,HD+,90 Hz,5000 mAh,Var,15 W,Yok,48 MP,Var,1080p (Full HD),30 fps,13 MP,8 Çekirdek,12 nm,,4 GB,64 GB,8.4 mm,186 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
721,9.210340371976184,3.784189633918261,6.53 İnç,IPS LCD,FHD+,60 Hz,6000 mAh,Var,18 W,Yok,48 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,11 nm,253.600 Puan,4 GB,64 GB,9.6 mm,198 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,,Android,Var
723,9.210340371976184,3.5553480614894135,6.53 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,5 MP,8 Çekirdek,12 nm,,4 GB,128 GB,9.0 mm,196 Gram,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
724,9.720918965232649,3.713572066704308,6.5 İnç,IPS LCD,FHD+,60 Hz,5000 mAh,Var,18 W,Yok,12 MP,Yok,2160p (Ultra HD) 4K,30 fps,16 MP,8 Çekirdek,11 nm,,4 GB,64 GB,8.9 mm,192 Gram,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
725,9.700868794164293,3.258096538021482,6.1 İnç,IPS LCD,HD+,60 Hz,3400 mAh,Yok,,Yok,13 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,16 nm,,3 GB,32 GB,8.45 mm,160 Gram,Plastik,Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
727,10.278877571816428,3.6109179126442243,6.59 İnç,IPS LCD,FHD+,60 Hz,4000 mAh,Yok,,Yok,16 MP,Yok,1080p (Full HD),30 fps,16 MP,8 Çekirdek,12 nm,254.200 Puan,4 GB,128 GB,8.8 mm,196.8 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,4.2,Yok,Android,Yok
731,7.770586160654416,1.9459101490553132,4.0 İnç,TFT LCD,SD,60 Hz,1500 mAh,Yok,,Yok,5 MP,Yok,,,2 MP,2 Çekirdek,,,512 MB,4 GB,10.2 mm,130 Gram,,Yok,Yok,Yok,Var,Var,4.0,Yok,Android,Yok
733,9.159047077588632,3.8066624897703196,6.74 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,45 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,256.700 Puan,8 GB,256 GB,7.74 mm,191 Gram,Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
734,11.314364764125187,4.394449154672439,6.3 İnç,Dynamic AMOLED,HD+,120 Hz,4400 mAh,Var,25 W,Var,50 MP,Var,4320p (Ultra HD) 8K,30 fps,10 MP,8 Çekirdek,4 nm,1.770.300 Puan,12 GB,1 TB,12.1 mm,239 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
735,10.941557059788787,4.330733340286331,6.8 İnç,AMOLED,FHD+,120 Hz,6500 mAh,Var,80 W,Yok,50 MP,Var,4320p (Ultra HD) 8K,30 fps,16 MP,8 Çekirdek,4 nm,2.158.900 Puan,16 GB,512 GB,8.9 mm,229 Gram,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
736,9.08454923187324,3.7612001156935624,6.56 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,270.600 Puan,8 GB,128 GB,8.39 mm,185 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
737,8.891098830616636,3.6888794541139363,6.6 İnç,IPS LCD,HD+,90 Hz,5000 mAh,Yok,,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,,8 GB,256 GB,8.4 mm,192 Gram,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
738,9.011889433252344,3.6888794541139363,6.56 İnç,IPS LCD,HD+,60 Hz,5000 mAh,Var,15 W,Yok,50 MP,Yok,1080p (Full HD),30 fps,8 MP,8 Çekirdek,12 nm,265.500 Puan,4 GB,128 GB,8.09 mm,186 Gram,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
740,9.505993590263188,3.784189633918261,6.7 İnç,PLS,FHD+,90 Hz,5000 mAh,Var,25 W,Yok,50 MP,Yok,1080p (Full HD),60 fps,13 MP,8 Çekirdek,6 nm,306.100 Puan,4 GB,128 GB,8.8 mm,194 Gram,Plastik,Yok,Var,Var,Var,Var,5.1,Yok,Android,Yok
